number1,number2,length1,length2
2113,7,4,1
5661,10,4,1
9536,5,4,1
4356,6,4,1
2760,1,4,1
2017,6,4,1
1146,1,4,1
3874,10,4,1
3064,4,4,1
7672,9,4,1
9560,6,4,1
6823,10,4,1
7276,6,4,1
3618,10,4,1
7563,10,4,1
6766,7,4,1
3022,1,4,1
6968,1,4,1
7698,10,4,1
2293,3,4,1
1003,2,4,1
3214,10,4,1
9553,2,4,1
8379,9,4,1
2681,9,4,1
7396,3,4,1
1039,5,4,1
6848,5,4,1
2468,2,4,1
7390,7,4,1
3583,10,4,1
1737,4,4,1
2466,3,4,1
1791,4,4,1
3795,6,4,1
2665,6,4,1
1789,5,4,1
3319,6,4,1
3349,9,4,1
2374,10,4,1
1068,7,4,1
5625,4,4,1
4664,4,4,1
7036,1,4,1
5869,2,4,1
8298,6,4,1
9254,6,4,1
6382,8,4,1
2478,9,4,1
5093,9,4,1
8717,9,4,1
4777,3,4,1
6568,10,4,1
4803,3,4,1
6821,8,4,1
9975,7,4,1
1570,1,4,1
2214,4,4,1
8863,1,4,1
4499,9,4,1
2265,64,4,2
9233,94,4,2
7399,24,4,2
7432,61,4,2
3586,57,4,2
4857,37,4,2
9162,47,4,2
7665,29,4,2
2111,66,4,2
1879,29,4,2
5041,32,4,2
6521,18,4,2
4181,35,4,2
7834,74,4,2
1031,50,4,2
9179,12,4,2
2036,35,4,2
7669,39,4,2
2257,26,4,2
3253,18,4,2
3217,50,4,2
9447,59,4,2
3673,87,4,2
3707,56,4,2
3813,53,4,2
2320,15,4,2
3878,99,4,2
7149,46,4,2
1174,73,4,2
9892,44,4,2
7593,10,4,2
4153,65,4,2
1105,76,4,2
4129,52,4,2
4627,98,4,2
9738,13,4,2
7665,58,4,2
2331,90,4,2
8460,57,4,2
9104,33,4,2
8362,23,4,2
1475,44,4,2
7521,95,4,2
5761,74,4,2
9543,11,4,2
4722,38,4,2
9036,33,4,2
2647,89,4,2
1926,44,4,2
7665,38,4,2
2747,56,4,2
6875,63,4,2
5245,22,4,2
9488,18,4,2
2652,67,4,2
6541,85,4,2
4122,18,4,2
8087,68,4,2
3542,46,4,2
7119,61,4,2
7790,65,4,2
9319,92,4,2
1539,91,4,2
4726,88,4,2
6174,79,4,2
6617,53,4,2
1170,13,4,2
7430,11,4,2
2496,30,4,2
9296,80,4,2
8907,32,4,2
2611,61,4,2
7067,38,4,2
7437,100,4,2
5484,85,4,2
9185,61,4,2
8939,100,4,2
9682,54,4,2
3011,83,4,2
7437,11,4,2
4841,33,4,2
2703,18,4,2
1973,19,4,2
2420,95,4,2
7642,57,4,2
7324,76,4,2
9125,19,4,2
5049,14,4,2
4638,19,4,2
4239,78,4,2
1367,35,4,2
2175,62,4,2
8300,49,4,2
8101,94,4,2
5263,64,4,2
9589,86,4,2
7692,23,4,2
2609,57,4,2
5556,27,4,2
9775,58,4,2
3110,320,4,3
7734,319,4,3
6597,492,4,3
2992,457,4,3
6190,787,4,3
6436,732,4,3
6049,416,4,3
5874,527,4,3
6880,936,4,3
1916,233,4,3
8724,209,4,3
6007,389,4,3
6140,331,4,3
5906,159,4,3
2849,148,4,3
8454,665,4,3
4331,696,4,3
4356,445,4,3
1511,710,4,3
9256,373,4,3
2387,248,4,3
7337,211,4,3
4855,644,4,3
8184,529,4,3
5878,921,4,3
5755,322,4,3
9546,173,4,3
3956,662,4,3
6579,453,4,3
8032,784,4,3
9895,102,4,3
2287,717,4,3
5317,225,4,3
6435,558,4,3
4017,368,4,3
1786,574,4,3
2837,120,4,3
9451,396,4,3
9617,645,4,3
3630,834,4,3
8521,507,4,3
6841,986,4,3
9117,722,4,3
3313,244,4,3
5302,393,4,3
3814,484,4,3
2214,982,4,3
4838,671,4,3
8793,920,4,3
1039,557,4,3
5866,820,4,3
4185,501,4,3
8416,276,4,3
1193,652,4,3
2580,297,4,3
6481,693,4,3
7686,634,4,3
4658,701,4,3
6473,716,4,3
4319,461,4,3
2113,615,4,3
9336,266,4,3
1449,607,4,3
6893,800,4,3
7332,821,4,3
4706,833,4,3
2421,526,4,3
3810,325,4,3
7389,155,4,3
1994,969,4,3
5626,786,4,3
8232,221,4,3
6877,287,4,3
4103,530,4,3
9768,715,4,3
9947,670,4,3
4781,115,4,3
6961,366,4,3
7797,398,4,3
2852,285,4,3
3997,357,4,3
9150,907,4,3
2843,1000,4,3
6568,278,4,3
6819,554,4,3
7443,616,4,3
1812,223,4,3
3784,258,4,3
8030,722,4,3
4694,918,4,3
2822,649,4,3
6279,228,4,3
4021,698,4,3
6785,581,4,3
9788,988,4,3
3391,249,4,3
8174,714,4,3
1263,619,4,3
2944,242,4,3
9340,729,4,3
9604,7304,4,4
1728,9457,4,4
2923,5526,4,4
2552,4187,4,4
3324,6175,4,4
8031,8132,4,4
9137,4397,4,4
3189,2310,4,4
7354,5698,4,4
6071,1543,4,4
4597,2406,4,4
8096,5427,4,4
3922,6096,4,4
5017,9771,4,4
7256,3771,4,4
6243,9119,4,4
4838,8544,4,4
3256,6154,4,4
1379,1515,4,4
4932,2134,4,4
2083,3771,4,4
6050,5116,4,4
2657,4376,4,4
4053,1576,4,4
7400,1776,4,4
9664,9162,4,4
5381,9397,4,4
5630,7338,4,4
7042,6636,4,4
6721,7933,4,4
2465,8604,4,4
7293,4524,4,4
9958,3128,4,4
6024,6461,4,4
8206,3833,4,4
5252,9994,4,4
9351,4559,4,4
7361,8047,4,4
7212,2295,4,4
2135,9057,4,4
3825,3208,4,4
6458,3114,4,4
1947,9346,4,4
6888,1835,4,4
4087,2087,4,4
3448,8286,4,4
2136,9581,4,4
5991,2817,4,4
3692,7278,4,4
7366,9685,4,4
5871,1667,4,4
5041,8386,4,4
8362,4406,4,4
4925,5965,4,4
7992,9674,4,4
8609,2348,4,4
5523,4340,4,4
7887,9403,4,4
5163,6144,4,4
6211,3383,4,4
1445,8834,4,4
9976,2610,4,4
3835,6532,4,4
6156,3270,4,4
8538,7999,4,4
1198,7309,4,4
8908,5839,4,4
6397,8272,4,4
8159,8151,4,4
3220,9960,4,4
5570,9070,4,4
3836,6619,4,4
2220,1281,4,4
1580,5504,4,4
6510,2146,4,4
5829,3492,4,4
6152,9217,4,4
4944,1516,4,4
7587,4189,4,4
7727,5968,4,4
6874,9823,4,4
4124,9510,4,4
1641,9172,4,4
4003,5013,4,4
1833,8061,4,4
8228,1145,4,4
2287,3381,4,4
2898,1553,4,4
4902,9673,4,4
4532,1214,4,4
5594,5028,4,4
3688,2387,4,4
6803,7760,4,4
4781,8933,4,4
8673,6791,4,4
7742,5972,4,4
2459,6082,4,4
5333,6674,4,4
2559,9108,4,4
2994,6129,4,4
8177,60862,4,5
5526,97564,4,5
7808,67955,4,5
1971,28895,4,5
7186,62792,4,5
6932,36026,4,5
7584,77906,4,5
2079,99604,4,5
7159,11999,4,5
4356,63885,4,5
5069,22876,4,5
7533,18879,4,5
4213,87363,4,5
6002,63528,4,5
7514,80790,4,5
3182,26740,4,5
7406,19416,4,5
9837,35830,4,5
7268,16544,4,5
3021,21541,4,5
3060,10944,4,5
8247,84261,4,5
4788,22838,4,5
7632,88637,4,5
2059,99729,4,5
9090,97034,4,5
5092,12389,4,5
5884,91555,4,5
3291,34019,4,5
5698,30515,4,5
7990,65979,4,5
4523,14860,4,5
5585,66497,4,5
4141,43199,4,5
8874,34210,4,5
9324,46419,4,5
8957,82727,4,5
6981,14497,4,5
5688,42304,4,5
7700,91460,4,5
1276,62157,4,5
2929,36915,4,5
9536,35635,4,5
2267,44841,4,5
1774,52914,4,5
3751,23435,4,5
3299,82415,4,5
5059,29574,4,5
1439,80378,4,5
2530,85751,4,5
4707,78530,4,5
7049,23694,4,5
4767,96895,4,5
5370,81577,4,5
4533,87126,4,5
1867,90292,4,5
6798,77641,4,5
4909,47071,4,5
2575,44669,4,5
3324,51204,4,5
8707,95297,4,5
3154,75754,4,5
4938,97704,4,5
2304,72403,4,5
8976,66523,4,5
6270,11914,4,5
9876,77825,4,5
1148,48492,4,5
8002,46028,4,5
4730,76174,4,5
8072,85435,4,5
2522,11622,4,5
1383,24713,4,5
3332,43259,4,5
6788,13396,4,5
7313,56034,4,5
4466,74304,4,5
6404,60478,4,5
4396,72671,4,5
2081,83816,4,5
3652,68479,4,5
5786,53712,4,5
2718,10474,4,5
5264,51619,4,5
8012,73755,4,5
3887,14660,4,5
9274,48310,4,5
9850,33023,4,5
5443,17204,4,5
6747,63010,4,5
7437,75140,4,5
5419,31962,4,5
2559,15673,4,5
3210,37351,4,5
8933,94319,4,5
5524,69484,4,5
3852,33266,4,5
1860,14829,4,5
1416,46184,4,5
1736,89484,4,5
2014,992522,4,6
8338,447189,4,6
2818,850337,4,6
2821,740963,4,6
4949,862833,4,6
8651,925692,4,6
3018,460261,4,6
4077,914093,4,6
1716,544935,4,6
3220,783522,4,6
9548,104326,4,6
3200,100485,4,6
1219,744961,4,6
7578,123319,4,6
5658,354786,4,6
8599,222413,4,6
5304,509059,4,6
5270,414990,4,6
8803,237191,4,6
3100,659886,4,6
3361,516344,4,6
2357,208455,4,6
9386,782599,4,6
8978,603578,4,6
6123,936672,4,6
7676,462865,4,6
5255,218106,4,6
8536,893889,4,6
5922,869304,4,6
2080,246845,4,6
2321,491979,4,6
9658,278872,4,6
1060,318432,4,6
6810,142096,4,6
8434,523687,4,6
3471,577228,4,6
5422,419935,4,6
5593,286724,4,6
3750,310844,4,6
4556,702914,4,6
7009,336287,4,6
4857,322921,4,6
8973,617431,4,6
8081,671991,4,6
4252,329651,4,6
3060,822162,4,6
6551,330385,4,6
6405,230862,4,6
6364,726878,4,6
6701,781398,4,6
1256,495655,4,6
1623,382304,4,6
1338,667752,4,6
7070,775187,4,6
2316,947011,4,6
8227,921909,4,6
3625,121287,4,6
3111,780640,4,6
5816,962680,4,6
8481,312603,4,6
8071,103916,4,6
5695,643217,4,6
7385,159115,4,6
6880,894529,4,6
3416,385273,4,6
8307,653088,4,6
3097,584556,4,6
3281,471696,4,6
5997,319177,4,6
2315,323877,4,6
9848,113799,4,6
5508,782469,4,6
7019,132020,4,6
2323,119931,4,6
4810,705783,4,6
9059,914010,4,6
6295,865258,4,6
4581,854092,4,6
8761,924688,4,6
9320,908947,4,6
9668,928418,4,6
4176,336894,4,6
4825,788349,4,6
7568,284932,4,6
4595,554005,4,6
1294,358470,4,6
1627,438418,4,6
7421,544107,4,6
4197,773679,4,6
6710,230356,4,6
9797,930837,4,6
1806,269465,4,6
5889,337246,4,6
7163,118790,4,6
3957,784445,4,6
5216,758169,4,6
3107,582155,4,6
2693,314275,4,6
2340,795205,4,6
3694,669435,4,6
3188,3621843,4,7
3070,5772649,4,7
1625,1130095,4,7
7134,6328582,4,7
8934,3015630,4,7
2779,8999925,4,7
9459,8564303,4,7
3386,9677164,4,7
2399,1722877,4,7
9150,6593899,4,7
6967,7636955,4,7
2649,9377253,4,7
3444,6111462,4,7
8370,7409906,4,7
2952,9210129,4,7
7638,7651377,4,7
6327,5611961,4,7
1247,5220285,4,7
3062,2402512,4,7
7912,3672929,4,7
8879,4617648,4,7
6610,6908389,4,7
5977,4309544,4,7
8752,7272179,4,7
2234,8182426,4,7
7678,2528616,4,7
3040,9211768,4,7
9410,9876819,4,7
1279,2012942,4,7
4595,9015636,4,7
5568,8237992,4,7
6060,6058634,4,7
7463,4295288,4,7
6178,8713040,4,7
1951,8383581,4,7
2635,1533102,4,7
8153,2094398,4,7
2375,8594019,4,7
1989,3540047,4,7
7785,4917054,4,7
5735,6334648,4,7
4252,1093855,4,7
7356,2298399,4,7
1682,9197949,4,7
6506,1467457,4,7
1339,8498196,4,7
8934,4512809,4,7
8952,2962633,4,7
3311,3813720,4,7
5076,8117481,4,7
5730,7395899,4,7
8382,3016536,4,7
5221,2392737,4,7
2032,3224211,4,7
6559,6141103,4,7
8396,9125701,4,7
7940,6722691,4,7
5537,4107785,4,7
3384,2822938,4,7
7923,9172997,4,7
6198,5234330,4,7
5065,7132121,4,7
3984,9444996,4,7
3384,9201989,4,7
3594,9399308,4,7
2230,5822660,4,7
6821,3365797,4,7
7192,1316740,4,7
6355,7441421,4,7
3330,9824471,4,7
4788,5580483,4,7
9018,8555482,4,7
9908,6562815,4,7
5401,1809454,4,7
6037,1166026,4,7
3528,7445859,4,7
1430,3113093,4,7
4808,8615957,4,7
6059,3551654,4,7
3372,6578460,4,7
5991,5576174,4,7
3250,9482166,4,7
8907,6438149,4,7
9944,3042706,4,7
3185,1434230,4,7
3109,9265526,4,7
4359,1064551,4,7
7771,2074527,4,7
4383,1510497,4,7
9198,9642516,4,7
7463,9636446,4,7
2177,5883020,4,7
9293,3301866,4,7
6102,5729600,4,7
1139,5873998,4,7
5021,4536771,4,7
2990,6664380,4,7
1451,6884027,4,7
3768,6908670,4,7
2900,6414614,4,7
2961,33013892,4,8
8803,51309603,4,8
8497,95215932,4,8
9253,92317809,4,8
7999,76884237,4,8
6332,66409699,4,8
7274,27103304,4,8
2252,70966945,4,8
9642,52649600,4,8
1411,53280499,4,8
6418,77134035,4,8
5834,64337536,4,8
4058,27529623,4,8
1158,49703884,4,8
1461,57118596,4,8
3832,82760252,4,8
2719,97725459,4,8
5819,56690673,4,8
2819,64064001,4,8
3043,94518590,4,8
1180,46697358,4,8
2831,72197537,4,8
9840,70869221,4,8
3761,43752690,4,8
4990,88358996,4,8
4206,70589272,4,8
9753,55006301,4,8
7543,54252319,4,8
9524,62556016,4,8
2615,71893005,4,8
7999,72276575,4,8
4590,71784114,4,8
9582,45118336,4,8
6332,40507365,4,8
7460,19170814,4,8
3565,35797630,4,8
8624,99218893,4,8
3180,87076646,4,8
5026,36543846,4,8
1890,16622521,4,8
8784,86539312,4,8
3781,18207315,4,8
5178,44820218,4,8
2254,74548947,4,8
8426,19852351,4,8
3840,88888087,4,8
9252,61246278,4,8
5053,59750039,4,8
6597,46979872,4,8
6061,23796138,4,8
3194,61045438,4,8
8502,82430638,4,8
9719,32604630,4,8
3963,49081096,4,8
1535,10671560,4,8
1502,79599610,4,8
9851,31342841,4,8
3922,53246462,4,8
3839,49949745,4,8
5716,91589870,4,8
6050,20825075,4,8
7779,69440874,4,8
1862,77049659,4,8
7867,42928043,4,8
7086,95749525,4,8
8856,61275174,4,8
3231,18720580,4,8
9504,31256128,4,8
5597,81193899,4,8
1987,71268304,4,8
1295,98310280,4,8
1119,91178746,4,8
8232,29032641,4,8
4258,90071772,4,8
1691,74969601,4,8
7234,53172538,4,8
1251,83817548,4,8
9920,99319231,4,8
5732,61470629,4,8
3690,48154864,4,8
4110,87723849,4,8
3973,55170898,4,8
3032,17655634,4,8
4596,84704685,4,8
3562,23360303,4,8
9661,48755862,4,8
7943,55413524,4,8
3284,13099201,4,8
9326,65243153,4,8
1381,47984715,4,8
7033,19482440,4,8
3795,68036187,4,8
9437,84863915,4,8
7524,80774238,4,8
7728,32086758,4,8
3241,34468523,4,8
6278,49190847,4,8
6446,53601141,4,8
5918,10230260,4,8
5357,18007484,4,8
5881,592190002,4,9
5674,511830138,4,9
8390,880115822,4,9
8135,651914892,4,9
6352,218133702,4,9
8186,295154079,4,9
4288,252709033,4,9
4201,962653734,4,9
8274,626405385,4,9
6543,570961868,4,9
7598,679431859,4,9
5893,623468734,4,9
9055,112752396,4,9
1870,118246668,4,9
8509,609012420,4,9
6901,468385891,4,9
2428,423029076,4,9
5409,394107696,4,9
9743,397048686,4,9
3512,548735135,4,9
4628,350138972,4,9
7549,861461996,4,9
5497,823838145,4,9
4297,516997307,4,9
6437,801219952,4,9
5752,305327243,4,9
3562,602688668,4,9
8096,281489704,4,9
6613,770063312,4,9
2775,882302483,4,9
4419,932818519,4,9
6598,300176140,4,9
4312,405373271,4,9
2358,694691846,4,9
8082,537993485,4,9
4270,997190318,4,9
6575,159583176,4,9
2793,554247331,4,9
9885,544347776,4,9
6621,402092394,4,9
9987,226534788,4,9
7137,989355254,4,9
1419,950864706,4,9
4040,513264841,4,9
3042,907011361,4,9
2056,825822462,4,9
8093,510697946,4,9
3645,851886907,4,9
8893,996366108,4,9
8181,518934409,4,9
8333,685999840,4,9
6249,525030541,4,9
8380,282298021,4,9
3822,453392156,4,9
3605,783870128,4,9
3921,162902686,4,9
5540,367814448,4,9
2472,163849314,4,9
5097,691495430,4,9
3036,930012711,4,9
2249,784196939,4,9
1492,498380251,4,9
3027,234178331,4,9
3389,138011480,4,9
9774,399650186,4,9
7594,339526422,4,9
4743,392094494,4,9
8340,307343102,4,9
7843,471315349,4,9
2004,470621788,4,9
2023,412839703,4,9
2524,712893988,4,9
1266,401928719,4,9
9140,998116036,4,9
5018,102169423,4,9
7458,373734562,4,9
2015,451005145,4,9
2944,270952726,4,9
2799,874705489,4,9
3439,326815851,4,9
5291,946280637,4,9
4364,483420277,4,9
9818,853892848,4,9
6708,460229675,4,9
5579,121864915,4,9
2845,357231287,4,9
2441,763701478,4,9
8762,854138006,4,9
6216,930670248,4,9
3908,649054969,4,9
1711,177112907,4,9
5775,610011067,4,9
6513,406643207,4,9
4267,912558919,4,9
8811,301564287,4,9
8555,714364289,4,9
5897,446445927,4,9
5774,752418345,4,9
6387,193191243,4,9
5625,449016061,4,9
5957,1282398482,4,10
9944,7354036424,4,10
2224,7551247385,4,10
4754,6723681345,4,10
7485,1728096937,4,10
8423,9132716367,4,10
4018,2872786567,4,10
9673,8673099410,4,10
5324,5310124953,4,10
6386,5778722431,4,10
1963,5761711465,4,10
9310,6605623855,4,10
7647,9588278441,4,10
5033,4921779998,4,10
1037,8821839613,4,10
7641,2510401420,4,10
6307,8490022098,4,10
5807,8342879141,4,10
8418,1935043889,4,10
3456,1391731217,4,10
7906,3762001648,4,10
5962,3216950799,4,10
4869,4526975956,4,10
3624,9540135265,4,10
8604,8355387028,4,10
6129,4164023037,4,10
9931,4873509243,4,10
9579,5108755961,4,10
3536,5645570831,4,10
8062,9261877057,4,10
1374,8452790388,4,10
2794,5368719603,4,10
2693,1099900377,4,10
8929,6766951680,4,10
6698,6122969138,4,10
2410,7114213334,4,10
5386,2039527501,4,10
5743,5762069299,4,10
3259,9464128528,4,10
3322,8481836830,4,10
6728,3136564683,4,10
8019,5211840605,4,10
9348,2353470559,4,10
4758,5022553731,4,10
5126,2499205359,4,10
6044,9844334517,4,10
5606,7643340840,4,10
6306,3571971547,4,10
9194,4366669983,4,10
3121,9622684548,4,10
3114,6901024988,4,10
7993,8291995059,4,10
5884,6050148863,4,10
7755,1961218444,4,10
4858,8911374310,4,10
6588,4615377587,4,10
6959,7932715338,4,10
4457,7093658101,4,10
4810,5809619402,4,10
2217,9351622377,4,10
5290,4772604467,4,10
1139,4283003228,4,10
4212,1846911306,4,10
5686,3493616339,4,10
8555,3232334658,4,10
3033,5528428777,4,10
9745,7023686115,4,10
8557,2360887658,4,10
6241,8739108003,4,10
5737,1853856450,4,10
3617,7118274668,4,10
6826,3362352228,4,10
1182,4677232968,4,10
5170,2754503952,4,10
7647,8582257532,4,10
8643,8311562680,4,10
2176,8424294314,4,10
2139,1469552283,4,10
4104,6740847218,4,10
8560,5069985039,4,10
8616,5926240022,4,10
4546,4952025788,4,10
3285,2277823609,4,10
1851,9185502547,4,10
7641,5826882475,4,10
3460,5627793486,4,10
4043,9165894262,4,10
1660,9799829630,4,10
2199,5273659634,4,10
4255,1766084338,4,10
2457,9956753318,4,10
5718,2026040284,4,10
1022,7107879166,4,10
1080,9023840131,4,10
5478,2570202967,4,10
8420,8986209620,4,10
3273,8491486263,4,10
4229,3185833988,4,10
6263,8132230345,4,10
4649,7905636365,4,10
39647,9,5,1
80895,9,5,1
41363,9,5,1
54836,8,5,1
39746,3,5,1
81312,6,5,1
96450,2,5,1
11531,5,5,1
38691,7,5,1
62557,1,5,1
33242,9,5,1
17135,5,5,1
73652,9,5,1
80670,5,5,1
74175,1,5,1
43037,3,5,1
87175,3,5,1
43465,10,5,1
61250,7,5,1
80717,8,5,1
12467,8,5,1
43770,10,5,1
24928,6,5,1
28709,3,5,1
40055,10,5,1
17400,1,5,1
73065,6,5,1
31861,5,5,1
92776,10,5,1
68898,9,5,1
74479,10,5,1
72918,6,5,1
38694,10,5,1
11735,1,5,1
46742,1,5,1
27550,1,5,1
73305,1,5,1
31246,1,5,1
25836,4,5,1
57369,9,5,1
78160,4,5,1
68366,4,5,1
21002,3,5,1
77413,7,5,1
34240,3,5,1
63817,5,5,1
40761,5,5,1
77341,10,5,1
31544,6,5,1
30529,2,5,1
25001,1,5,1
72648,4,5,1
15867,3,5,1
37902,7,5,1
11827,10,5,1
58991,8,5,1
42178,3,5,1
46307,6,5,1
21451,10,5,1
88751,7,5,1
17275,5,5,1
38162,10,5,1
13339,9,5,1
93088,3,5,1
49956,8,5,1
69216,10,5,1
48930,8,5,1
72852,10,5,1
18879,4,5,1
11479,6,5,1
58978,4,5,1
75778,8,5,1
64768,2,5,1
26314,5,5,1
40803,8,5,1
46320,10,5,1
15586,3,5,1
58732,7,5,1
47499,9,5,1
69379,4,5,1
87402,10,5,1
68900,6,5,1
21681,2,5,1
36332,3,5,1
41557,10,5,1
46671,2,5,1
40165,7,5,1
58266,5,5,1
16580,2,5,1
45709,9,5,1
34879,8,5,1
84286,2,5,1
56849,3,5,1
69247,4,5,1
66034,3,5,1
22608,10,5,1
33327,2,5,1
53873,8,5,1
48610,2,5,1
82746,4,5,1
47493,73,5,2
43423,13,5,2
35476,14,5,2
17335,93,5,2
39289,31,5,2
53674,24,5,2
82423,71,5,2
68380,50,5,2
67425,24,5,2
32649,74,5,2
34397,30,5,2
95315,52,5,2
30298,94,5,2
63439,71,5,2
73934,70,5,2
87717,55,5,2
34117,83,5,2
95682,61,5,2
74309,62,5,2
40121,56,5,2
54683,32,5,2
41654,75,5,2
31488,53,5,2
69898,28,5,2
67246,44,5,2
12825,25,5,2
49679,95,5,2
73682,34,5,2
37269,31,5,2
30945,54,5,2
57229,99,5,2
21625,83,5,2
92299,98,5,2
53676,45,5,2
44193,33,5,2
82788,74,5,2
10011,86,5,2
18266,28,5,2
63437,15,5,2
48656,14,5,2
22932,86,5,2
27871,43,5,2
60811,94,5,2
44621,68,5,2
30241,30,5,2
66415,64,5,2
31603,69,5,2
61428,77,5,2
42377,81,5,2
91350,99,5,2
80999,31,5,2
32916,78,5,2
87488,62,5,2
35049,91,5,2
45005,39,5,2
96031,84,5,2
52806,25,5,2
87685,34,5,2
35921,31,5,2
70600,51,5,2
64811,45,5,2
26162,96,5,2
41342,22,5,2
93517,97,5,2
85181,15,5,2
78488,67,5,2
81975,92,5,2
33994,99,5,2
72180,20,5,2
74839,99,5,2
51479,82,5,2
31761,62,5,2
40800,88,5,2
97991,43,5,2
79365,80,5,2
74633,74,5,2
21847,92,5,2
34709,34,5,2
84886,28,5,2
89966,31,5,2
19512,34,5,2
32483,43,5,2
94628,43,5,2
60895,69,5,2
38756,87,5,2
39802,77,5,2
83196,81,5,2
81398,54,5,2
25176,81,5,2
72657,52,5,2
61616,38,5,2
41534,52,5,2
47677,62,5,2
91581,82,5,2
44663,23,5,2
64262,58,5,2
85856,10,5,2
50701,56,5,2
39400,89,5,2
43928,52,5,2
52577,146,5,3
18349,922,5,3
87949,641,5,3
37519,486,5,3
65896,591,5,3
45858,963,5,3
19784,896,5,3
16298,158,5,3
84809,492,5,3
42227,313,5,3
40251,824,5,3
31005,271,5,3
75189,370,5,3
96556,918,5,3
82667,182,5,3
49539,622,5,3
35361,543,5,3
94000,161,5,3
54068,219,5,3
43686,996,5,3
28711,662,5,3
54667,702,5,3
75452,120,5,3
73032,110,5,3
14598,153,5,3
18265,274,5,3
52179,937,5,3
86193,922,5,3
89506,649,5,3
13173,560,5,3
29517,516,5,3
97050,527,5,3
12598,285,5,3
60915,499,5,3
65345,214,5,3
25245,610,5,3
78508,422,5,3
52949,344,5,3
51405,865,5,3
92292,854,5,3
71396,559,5,3
94004,131,5,3
15666,267,5,3
12304,627,5,3
51711,698,5,3
39022,440,5,3
35963,530,5,3
89768,753,5,3
19795,670,5,3
22490,473,5,3
17338,850,5,3
33284,642,5,3
19487,582,5,3
70249,714,5,3
59800,479,5,3
53555,569,5,3
74398,535,5,3
90128,769,5,3
25218,259,5,3
39705,398,5,3
29675,114,5,3
70215,657,5,3
77691,696,5,3
45052,975,5,3
78509,787,5,3
75780,141,5,3
18853,749,5,3
34510,426,5,3
13150,472,5,3
48633,691,5,3
86941,815,5,3
74538,893,5,3
28849,432,5,3
81472,129,5,3
39686,334,5,3
68158,832,5,3
79852,535,5,3
12795,448,5,3
43850,834,5,3
91007,476,5,3
25183,326,5,3
83731,906,5,3
23516,541,5,3
65593,985,5,3
58472,429,5,3
27713,103,5,3
54270,689,5,3
73686,498,5,3
52510,694,5,3
37061,907,5,3
52294,375,5,3
65090,991,5,3
42535,477,5,3
32979,988,5,3
93915,684,5,3
41774,757,5,3
41022,861,5,3
73635,272,5,3
21430,681,5,3
17163,214,5,3
51589,3088,5,4
53707,9682,5,4
80728,1037,5,4
43812,5117,5,4
33983,1762,5,4
53292,8439,5,4
52714,4961,5,4
12424,2745,5,4
54253,5986,5,4
90006,2680,5,4
45409,3227,5,4
97807,2472,5,4
96701,5802,5,4
72121,1839,5,4
48212,3081,5,4
83732,1568,5,4
73001,4779,5,4
86574,5181,5,4
92739,3019,5,4
21715,6868,5,4
95329,5152,5,4
73571,1890,5,4
59622,6968,5,4
17899,1805,5,4
24666,7464,5,4
35289,9659,5,4
80320,8755,5,4
34298,3078,5,4
86259,1625,5,4
62054,1064,5,4
33467,3533,5,4
48218,8518,5,4
49710,7252,5,4
44748,6884,5,4
78603,2369,5,4
47130,3033,5,4
93585,5405,5,4
59886,5261,5,4
18213,6287,5,4
18239,1214,5,4
88655,3110,5,4
70724,3646,5,4
87275,8145,5,4
64150,8076,5,4
89896,4010,5,4
38067,6130,5,4
62910,9716,5,4
28779,1581,5,4
89398,7154,5,4
65849,7968,5,4
19738,9639,5,4
56987,3344,5,4
69157,3035,5,4
92077,4938,5,4
53664,8097,5,4
50205,5681,5,4
82671,4147,5,4
12832,2775,5,4
79776,1606,5,4
66524,9149,5,4
89066,4526,5,4
34596,4334,5,4
56645,7967,5,4
22454,9981,5,4
23866,4374,5,4
96384,6852,5,4
54004,9111,5,4
96646,3173,5,4
27757,7290,5,4
82554,7603,5,4
11887,8855,5,4
96446,8208,5,4
23897,1538,5,4
94915,3965,5,4
12060,5217,5,4
75966,7769,5,4
66447,7401,5,4
13895,9093,5,4
87351,4780,5,4
93528,2193,5,4
66534,2932,5,4
78006,3192,5,4
47770,8489,5,4
21001,3061,5,4
43248,1012,5,4
81732,6696,5,4
33210,8445,5,4
70818,5444,5,4
37644,2688,5,4
40110,7856,5,4
16939,6459,5,4
17928,9783,5,4
71081,1352,5,4
41960,1519,5,4
54929,5547,5,4
33597,9236,5,4
43498,9175,5,4
70657,2243,5,4
10731,7552,5,4
13242,2133,5,4
36244,11128,5,5
36425,34249,5,5
79514,85625,5,5
24429,81110,5,5
44570,40221,5,5
26785,15054,5,5
84856,90851,5,5
21456,30419,5,5
75652,20585,5,5
27551,72570,5,5
44376,33618,5,5
16091,78587,5,5
96726,77338,5,5
22862,77418,5,5
74092,37367,5,5
25323,57165,5,5
56480,72582,5,5
55430,44686,5,5
68557,78506,5,5
98105,83367,5,5
60141,50082,5,5
98230,86502,5,5
74798,71207,5,5
73455,79530,5,5
27979,94894,5,5
29845,70413,5,5
67868,61892,5,5
66004,88085,5,5
32468,84436,5,5
36151,99499,5,5
57177,27541,5,5
78261,27058,5,5
32906,29158,5,5
15694,95055,5,5
15878,67302,5,5
34461,62842,5,5
80679,49989,5,5
22273,96609,5,5
41263,93542,5,5
59073,77699,5,5
17661,73778,5,5
60015,28320,5,5
62251,57266,5,5
50743,19957,5,5
